Gene.name	P12955_161	P12955_162	P12955_169	P12955_170	P12955_177	P12955_178	P12955_185	P12955_186
SLC43A1	53.190643	48.66243	53.46869	48.768752	52.842598	45.302393	46.79852	40.756806
SLC43A2	2.563762	3.472785	3.328621	2.689366	4.0271987613795	6.240194	3.272854	4.350468
SLC43A3	0.1013022952956	0	0	0	0	0.0821989	0	0
SLC44A1	18.37736	19.2579764	18.6721	18.48184	15.76103	15.96451	17.41896	20.32188
SLC44A2	4.4645188	4.317085	5.358002	2.969819	5.77007	6.174543	3.1067521	8.34234
SLC44A3	2.312089	5.74696876	3.039208028	4.301424	4.185953	4.187747	4.282142	3.57278100108455
SLC44A4	0.581416	5.35857e-10	0.3987	0.1927940633349	0.590427	0.451426	0.592981	0.855888
SLC44A5	4.90251	6.11011	5.61416	6.51345	4.87149	5.44827	3.76196	4.92875
SLC45A1	0	0	0	0	0	0.0723969	0	0
SLC45A2	0	0	0	0	0	0	0	0
SLC45A3	4.98385	3.26372	6.21127	3.214	4.40186	2.41465	2.37625	2.16954
SLC45A4	0	0.0627975	0	0.0360379	0	0.0972897	0.0383618	0
SLC46A1	17.61077	12.041879	13.354552	17.126969	12.70119	11.251121	11.956493	15.828916
SLC46A2	0	0	0	0	0	0	0	0
SLC46A3	0.0711692	0	0	0	0	0.0830138	0	0
SLC47A1	28.7310524	24.396675	29.14179008	25.400585	26.135236	22.6908242	26.369995	24.497504
SLC47A2	0.265533	0	0	0.257607	0	0.232368	0.244728	0
SLC48A1	11.002209	9.45587	11.194	9.255191	7.916353	6.376031	9.354932	8.1116
SLC49A3	0.937447	0	0.581756	0	0	1.10788	0	0
SLC4A1	0.561135	0.535249	0.528265	0.472738	0.189428	0.632473	0.435354	0.202963
SLC4A10	0	0	0	0	0	0	0	0
SLC4A11	101.210867	84.14054	96.8114	85.8544	67.6421100012375	48.23319	53.285747	38.175073
SLC4A1AP	32.3522476	36.3069769	37.11225	33.138623	29.1141692	32.2026389	37.1801236	37.124657
SLC4A2	71.361185	50.4661779922	70.35412	51.340767	63.04536186	58.396003	75.515309	55.067284
SLC4A3	0.377233	0.512346000536422	0.435933	0.272396000285801	0.31054900115421	0.271554	0	0.2087
SLC4A4	0	0.0138513759	0	0	0	0	0	0
SLC4A5	0.0958846	0.34107982122	1.202944	0.473746	0.08214723205	0.77105906724	0.51071155755	0.17264863046
SLC4A7	8.206249	12.0236810033115	11.29307414458	9.963793385348	8.621288	9.16983951	11.940796	10.340301007149
SLC4A8	0	0.0549899178	0.06902956112	0.14560439349	0.02121520919	0.18688292032	0.26217608783	0.16001227938
SLC4A9	0	0	0	0	0	0	0	0
SLC50A1	21.737343496475	27.056655	35.31784	26.660229	38.46372	25.366289	19.71353	21.3477500019476
SLC51A	0.956427	0.313003	1.001606	0	0	0.249227	0.299651295842	0.945832
SLC51B	20.4951	16.3178	18.4884	14.0796	20.8258	21.5444	25.1239	18.5552
SLC52A1	0.0991976	0.405958	0.171761	0.2086254	0.0831432	0.269593	0.234124	0.3448876
SLC52A2	19.0734107	16.56094817	17.507472387183	16.935026	25.44418	16.57184	18.967752	16.6928700112923
SLC52A3	0	0	0.0546343	0.0922488	0.080499	0.0555695	0.131534	0
SLC5A1	0	0.0225304	0.0342647	0.0577937	0	0.0349096	0.0275087	0
SLC5A10	0.327424	0.11408	0.0638471	0.0349705	0.133477	0	0.14387	0.133318
SLC5A11	2.98841604	0.581065	1.393542	1.76151245	4.232761	0.775322	2.335334	0.571955
SLC5A12	0	0.0994806	0.2117674	0	0	0.0770419	0	0.23241
SLC5A2	0.751947	0	0.5922	0	0	0.375582	0	0.957327
SLC5A3	2.48274	2.72402	3.25453	3.07711	2.52677	2.72448	2.48195	2.90262
SLC5A4	0	0	0	0	0	0	0	0
SLC5A5	0.186073	0.0921177	0	0.0574232	0	0	0.0380205	0.0720565
SLC5A6	191.72104	154.072104	184.585281	155.890105	180.48136	137.828731	185.04694	148.053259
SLC5A7	0	0	0	0	0	0	0	0
SLC5A8	0	0	0	0	0	0	0	0
SLC5A9	10.09375	8.47974	10.00864	8.82018	8.551184	8.85845	6.75321	9.1312
SLC6A1	0.1835930171113	0.138104226787	0.1057000593593	0.178363120705	0	0	0.0846012500921	0.080801245189
SLC6A11	13.67989	14.67597	13.71058	15.81079	12.63528	12.3012	11.97492	13.66534
SLC6A12	2.130312	1.996111	3.331708	1.294167214336	1.946089	2.553088	0.897238	1.546881
SLC6A13	0.156414	0	0.0899938	0	0	0	0	0.137659
SLC6A14	2.20258	2.62976	2.24393	3.03821	3.46516	3.07065	2.87247	3.34896
SLC6A15	0	0	0	0	0	0	0	0
SLC6A16	0.6202396	0.49217	0.0571939	0.0964818	0	0	1.04201	0
SLC6A17	0	0.0164573	0	0.014059	0	0.0255016	0.0200846	0
SLC6A18	0	0	0	0	0	0	0	0
SLC6A19	0	0.0412278	0.0313417	0.0881042	0	0	0	0
SLC6A2	1.03458	1.8404650130236	0.312814	0.8497236	0.873179	0.382465	0.6404211	1.0513715
SLC6A20	0.113968	0.12562	0.126713	0.116499	0.0469818	0.133197	0.104188	0.0727968
SLC6A3	0	0	0	0	0	0	0	0
SLC6A4	6.36453	6.40058	5.6891299233	4.96306	6.39024	5.28195355696	7.013345	6.46496000439932
SLC6A5	0	0	0	0	0	0	0	0
SLC6A6	4.43713700318592	8.831355	2.123178356	2.24636741388	2.26665978	2.2597948113	5.649048	3.9030795274
SLC6A7	0	0	0	0	0	0	0	0
SLC6A8	58.5076	53.07402	54.29238	41.256788	54.76412	39.806	55.71833	37.706595
SLC6A9	3.069661	2.81525	4.0606537	3.191886	5.80111	3.837538	4.2041	3.235006
SLC7A1	32.0911	29.9298	31.7104	31.1111	31.1564	31.1427	31.3102	30.0788
SLC7A10	0	0	0	0	0	0.36556	0	0
SLC7A11	7.33252	7.69056	7.35505	8.33082	7.96474	9.53767	8.19886	9.54404
SLC7A13	0	0	0	0	0	0.454025	0	0
SLC7A14	0.0277885	0.0529211	0.0481714	0.0356594	0	0.0327714	0.0257659	0.0619154
SLC7A2	21.1929196728936	24.9669161126	26.196865863	24.1302479081	18.32739977498	22.9849138874	17.04398222	23.12368264258
SLC7A3	0	0	0	0	0	0	0	0
SLC7A4	0	0	0	0	0	0	0.05974043	0
SLC7A5	197.9308	159.661	192.9206	167.4995	206.701	163.4664	193.2042	148.1868
SLC7A6	30.191837	26.949498	24.623051	25.964695	39.909283	29.016976	25.318615454	38.3943
SLC7A6OS	12.46201	12.89134	15.3539	16.497611	13.27298	15.4546	16.475819	18.24661
SLC7A7	0.4559711	0.692216	0.6819754	0.73185228	0.705261	0.411765	0.866352	0.481086
SLC7A8	0	0	0	0	0	0	0	0
SLC7A9	2.577128	2.39341	2.32837	2.71342	2.18040318	4.887811	2.664113643	3.044558
SLC8A1	0	0.03931791	0	0.00841913	0.0110248	0.0229305	0	0
SLC8A2	0.0269763	0.0344403	0	0.05222890174293	0	0	0	0
SLC8A3	0	0	0	0.1186013	0	0	0	0
SLC8B1	6.591004	4.296455	6.5570637261	4.5550673	6.392764	6.537469	6.817681713099	4.507287
SLC9A1	6.835168	5.32361	5.545372	5.461579	5.975464	4.530675	6.185858	4.34844
SLC9A2	0	0	0	0.0168183	0	0	0	0
SLC9A3	4.13131	3.47618	4.64506	3.95234	4.58211	3.60384	4.04897	3.4851688
SLC9A3R1	235.74879	199.65601	218.3582	182.7176	224.68628	204.62188	206.82574	188.960212
SLC9A3R2	45.07068	35.69126	43.00941	38.5074	38.657112	35.36775415342	36.73515	31.596258
SLC9A4	0.183805	0.241447	0	0.141388	0.210554	0.11804	0.081041	0
SLC9A5	0.341562	1.260898	0.836101	0.242291	1.179214	0.0405622	0.18650938	0.356116
SLC9A6	3.90568591936496	4.2166679062051	4.3888873	4.013697654467	3.981197	4.6827852	3.3950853585048	4.69111712928098
SLC9A7	3.080251	2.44854	2.35309	2.56429	2.5296	2.876445	2.77639	2.58002
SLC9A8	4.28307	4.283717	4.36393	4.594037	4.768307	4.997582	3.938239	3.256421
SLC9A9	0	0	0	0	0	0	0	0
SLC9B1	0	0.0717837	0	0.204993	0.665439	0.660062	0.107161	0.0806438
SLC9B2	13.854372	13.591337	14.57999	16.188135	15.444749	17.733553	13.404616	17.250785
SLC9C1	0	0	0	0	0	0	0	0
SLC9C2	0	0	0	0	0	0	0	0
SLCO1A2	0	0	3.45435	1.22667	1.429566	0	2.24953	0.362894
SLCO1B1	0	0	0	0	0	0	0	0
SLCO1B3	0	0	0	0	0	0	0	0
SLCO1B7	0	0	0	0	0	0	0	0
SLCO1C1	0	0	0	0	0	0	0	0
SLCO2A1	0.0322417	0	0.0181963	0.020773	0	0	0.0314382	0
SLCO2B1	5.999409064	10.118933	6.65003	8.184028	9.47594	6.780199	7.17178	9.066133
SLCO3A1	0	0	0	0	0	0	0	0
SLCO4A1	16.441205	16.57969	19.7512434164	10.0431	16.14553	14.072300256875	15.48377374342	10.7054313
SLCO4C1	0.449629	1.19942	0.850073	1.38256	2.10251	2.19696	1.77957	2.11711
SLCO5A1	0.0614037	0.126931	0.175977	0.1814233	0.1172796	0.131079	0.3013223	0.3338607
SLCO6A1	0	0	0	0	0	0	0.0562408	0
SLF1	2.58129	2.28898	3.978	1.53571	1.67068	2.38947	2.23854	2.40124
SLF2	12.76477	20.20321	18.214727	18.720558	16.78067	16.0444	15.82645	23.001727
SLFN11	0.0302204	0	0	0.0972841	0	0.0337356	0.0278539	0
SLFN12	0	0.0471272	0.470167	0.0404439	0	0	0	0
SLFN12L	0.0937523	0.116485	0.165436	0.123667	0.0833825	0.0546939	0.284775	0.126482
SLFN13	0.143934	0.0359754	0	0.053635600548094	0	0.0192385	0	0.02120520123694
SLFN14	0	0	0	0	0	0	0	0
SLFN5	0.4085646	0.527436	0.268302	0.641282	0.22890572	0.2044039	0.2150729	0.3591990946322
SLFNL1	0.264575	0.174728	0.462943	0.192156	0.418412	0.0958674	0.3048211615	0.550319
SLIRP	222.60124	200.422468	169.321845	201.986507	200.27986	209.36754	216.709916	194.97482
SLIT1	0	0.0530423	0.0357501	0	0.0593554	0.0742974	0.0286994	0.0273909
SLIT2	0.0809452	0.0407433	0.0342647	0.0385292	0.0504879	0.0322135	0	0.03861777
SLIT3	0.031153	0.152997	0.0357468	0.0186743	0.0789969	0.0676873	0.0717851	0.0410998
SLITRK1	0	0	0	0	0	0	0	0
SLITRK2	0.0182483	0.0412196	0.0208855	0.047104	0.0306862	0.0215065	0	0.0801048
SLITRK3	0	0	0	0	0	0	0	0
SLITRK4	0.0473983	0.024603	0.0227815	0	0.0802446	0.023179	0	0.0576074
SLITRK5	0	0.0247269	0	0.0380733	0.0442074	0.0380276	0	0.0116058
SLITRK6	0	0	0	0	0	0	0	0
SLK	17.31216	19.1645	18.33545	18.28952	17.58834	18.0563	18.92326	20.64341
SLMAP	30.051967	31.954281	34.3646094167	38.064063	40.151171	29.746606	35.0267030279627	43.4954706385
SLN	0	0	0	0	0	0	0	0
SLPI	0	0.266457	0.418729	0.47214	0	0	0.331252	0
SLTM	29.650467	33.116657	37.67932	36.91062	37.89943	37.15759	37.919292	38.349878
SLU7	21.597817	22.481629	19.319202	22.11736	19.07845	21.031856	20.797201	21.758889
SLURP1	0	0	0.494824	0	0	0	0.391344	0
SLURP2	0.805844	1.47605	0	0.0141043	0	0.542859	0	0.000128062
SLX1A	7.05696458	11.2276	1.71738	10.320301014	4.88262	0.0288168893	8.53079	13.7408
SLX1B	60.1137	48.75509	51.6333	59.2749	56.60684	71.7622011	52.42659	49.7892
SLX4	2.83179	3.05198	2.64983	2.87817	2.99084	3.38663	2.99169	2.13838
SLX4IP	3.03092	4.06124	3.0876	3.7579	3.212	3.76259	3.5376	3.50917
SMAD1	12.155850224482	14.461743	12.552515	9.89973	10.87522	14.1949900016953	13.0079200086527	11.3075167
SMAD2	36.57181354	41.8796980015618	46.011512	38.443418	40.220411	40.3556108272	46.756983	41.78346
SMAD3	22.05823	17.2121	29.51622615501	19.192966183	20.049224	24.177765	26.5071	27.52711
SMAD4	8.260833	15.5554760018076	12.307068	11.531875	10.334587945	16.22048423134	13.387252	15.3572233254
SMAD5	16.673059	20.926419	16.724419	19.780053	12.96552	18.4192138	15.2373	21.099759
SMAD6	2.33881	1.737933	1.15764	0.841053	1.63355	1.517028	1.54431	1.34431
SMAD7	8.99433	3.656269	6.40122	2.79387	3.40063	4.011911	5.465736	3.26687
SMAD9	2.497717	1.79075000139999	3.158142	1.662718	3.36919	1.7409	2.35885615201	1.61613
SMAGP	16.17853	15.117246	13.798534	11.457698	13.98273	13.553644	13.61647	14.577375
SMAP1	17.93671	18.38665178	18.4007815619	17.022572	18.315551	16.2767148993	16.8399300037042	16.258528416
SMAP2	23.513880148165	23.081208	23.298000697201	24.3569600008066	18.6198991233911	24.3833900342927	20.748603	22.40556553856
SMARCA1	89.0239	105.2357	100.9917	101.8697	85.8141	99.84365	89.2734	106.31
SMARCA2	19.461265351154	14.0834723928254	17.1077140079685	38.3208307339385	21.3028231	14.825273688903	20.882222671	19.699513
SMARCA4	68.4804240751008	61.2980289882951	63.2793528766326	58.1836266584538	68.8097225455	54.9051889979522	66.0790197908573	50.0882692940246
SMARCA5	24.4696	27.0753	24.3423	25.1048	23.4213	25.3554	27.7784	26.3642
SMARCAD1	17.36706	18.5154002159	17.96855	18.71553	16.56478	19.99965	19.6141	22.58437
SMARCAL1	17.95914	14.096929	15.7387	15.25733	15.46105	17.108495	19.9054330034085	14.854208
SMARCB1	6.32605	1.27602e-08	1.64733226	0.0434622414618	0	6.76138	3.52714	0.74933192713
SMARCC1	34.3405	33.7209	33.7099	34.8188	32.9062	38.7544	33.9031	34.9127
SMARCC2	20.2414000866665	22.3856	24.7918	20.0950050005592	21.410591815	21.671734	20.449510001578	19.185038
SMARCD1	65.738788	62.90653	66.50364	65.26893	67.15195	66.86409	63.77787	67.078587
SMARCD2	94.4796	78.40392	91.6014	81.62964	94.3544	79.4735	84.8348	80.48851
SMARCD3	0.227588	0	0.744905	0.245053	0	0	0.4067984	0.0834058
SMARCE1	87.106533	75.320352865	85.295095	85.638296	75.0296607	82.3955408329	84.422097	89.4280245226514
SMC1A	47.35489	34.29767	49.7699015679	32.85317	50.13901	32.977100287813	43.683073	37.99837
SMC1B	0.101933	0.102573	0	0.0658093	0.172464	0.0925734	0.0729945	0.119559
SMC2	17.83303	20.2467	19.32656	17.89728	16.23959	16.49811	18.68977	18.30009
SMC3	56.6763	62.4765	60.1744	60.4721	52.3074	59.5008	58.2273	65.7936
SMC4	31.93045	32.96015	41.807	33.573888	33.877142	40.93648	37.032605	35.901849
SMC5	11.9431	12.2272	14.1005	13.7546	12.6775	12.7726	11.7192	13.5407
SMC6	34.373381	37.7687	39.72063	42.92471	35.429017	40.751546	42.278387	43.3492889
SMCHD1	16.32687	17.86002	16.13218	18.74737	18.0601	21.13928	17.08569	20.77964
SMCO1	0	0.0639564	0	0	0	0	0	0
SMCO2	0	0	0	0	0	0	0	0
SMCO3	0.0718116	0.108161	0.247828	0.185837	0.365137	0.0837595	0.132369	0.126394
SMCO4	34.10615	32.61062	31.56978	27.34034	26.52181	19.48064	32.44237	34.72002
SMCP	0	0	0	0	0	0	0	0
SMCR8	4.71503	4.40978	5.01913	4.70237	4.73117	4.78749	5.03846	4.47742
SMDT1	0.760517	0.796801	1.04856	0.854511	0.408715	0.430327	0.952497	1.04825
SMG1	24.32382	23.856674	29.131624	31.315292	27.161984	28.2766	27.5556	28.664155
SMG5	49.4067	40.8003	49.0622	42.1298	45.8896	40.4841	47.9539	36.4618
SMG6	13.98178	12.091911972	11.54497	10.01849	8.59798	7.43595	10.19403	9.34144
SMG7	27.186593	28.683871	29.230362	27.59187	27.987766	30.064750707131	27.908356	25.22306
SMG8	16.6257	18.588626	16.392591	16.7176353	20.5014	18.1627	21.070388	20.6374
SMG9	10.5526	9.051410349637	9.4458	9.343	9.03449	8.57583	9.56439	8.88593
SMIM1	31.02151	23.77004	27.4875	23.245064	20.44718	25.09973	17.41393	17.320186
SMIM10	0	0	0	0	0	0	0	0
SMIM10L1	6.75714	9.59362	6.63327	7.66467	6.87389	7.80534	7.31156	7.70385
SMIM10L2A	0	0	0	0	0	0	0	0
SMIM10L2B	0.0537463	0.0810348	0	0.0347372	0	0.0627644	0.198144	0.09458
SMIM11A	2.07747e-06	4.22057e-05	7.9863e-06	9.92068	15.9522	1.79165e-05	15.3092	1.1595313255
SMIM11B	15.7618443833	17.295626	10.80660734	9.237059239492	0.577221	11.261605	0.23312942	12.7457498
SMIM12	34.299759	30.607827	42.247153	32.689114	37.824132	32.18487	37.4606	33.671466
SMIM13	7.20068	8.33119	8.02948	7.6576	6.78003	7.40042	8.30541	8.44182
SMIM14	8.387529	12.26354	9.14856	9.143599	5.33089	11.95483	8.73055	13.00518
SMIM15	53.4043	59.7357	52.1487	48.4467	55.3697	44.5993	53.6813	47.3527
SMIM17	0.316257	0.118502	0.18266	0.308376	0	0.366758	0	0.673931
SMIM18	0	0	0	0	0.336936	0	0	7.26654
SMIM19	8.1437	18.13167	11.044193	8.403244	7.40022	13.089627	8.355713	10.74498
SMIM2	0	0	0	0	0	0	0	0
SMIM20	18.5558	23.3881	18.39992	21.448546	19.35965	19.282974	19.3674	20.219781
SMIM21	0	0	0	0	0	0	0	0
SMIM22	0	0.529492	0	1.04759	0	0	0.459675	0
SMIM23	0	0	0	0	0	0	0	0
SMIM24	55.90797	49.50318	60.85169	60.16896	62.28631	59.75688	44.251	42.35903
SMIM26	125.62741	126.407461	121.82645	122.411815	125.96076	115.9987	127.98234	131.269758
SMIM27	6.91327	8.905964	14.829864	11.540385	13.47529	11.554199	14.049015	10.815826
SMIM28	0	0	0	0	0	0	0	0
SMIM29	16.312505	11.387004461	13.013655	12.89306	15.8855265	7.02656854665	12.93157	13.6773452
SMIM3	6.91382	8.64628	10.08746	9.6632	7.87764	10.36239	7.00901	9.39002
SMIM30	29.19375	27.38764	29.2296	27.85307	26.36282	25.12024	27.09496	23.51974
SMIM31	0.101145	0.0828943	0.115018	0.0959425	0	0.283568	0	0.0850367
SMIM32	0	0	0	0	0	0	0.0861804	0
SMIM33	0.11397	0.0430094	0.0655067	0	0	0.0665318	0	0
SMIM34A	0	0	0	0.053022	0	0	0	0
SMIM34B	0	0	0	0.053022	0	0	0	0.482327
SMIM35	0	0	0	0	0	0	0	0
SMIM36	0.236837	0.0400579	0.0614985	0	0	0	0	0.0469374
SMIM38	0.452444	0.469402	0.251303	0.476309	0.20859	0.433882	0.453391	0.305239
SMIM39	0	0	0	0	0	0	0	0
SMIM4	25.52156	16.69285	32.23374	16.46864	19.76111	41.26294	32.77896	15.60982
SMIM40	0	0	0	0	0	0	0	0
SMIM41	0	0	0	0	0	0	0	0.101063
SMIM5	0.714337	0.271553	0.1175625	0.295956	0	0.0385746	0.0715511	0.0316471
SMIM6	2.27708	3.308066	1.828584	5.55654	3.31173	1.792455	3.028167	1.784486
SMIM7	12.95906	17.728313	15.7677700411725	14.675649	12.306495	18.0989446	17.76455	13.15601
SMIM8	3.03387	4.75615	3.382013	4.30629	2.247365	4.99093	3.354579	3.811452
SMIM9	0	0	0	0	0	0	0	0
SMKR1	0	0	0	0.108015	0	0	0	0
SMLR1	21.4848	24.8214	24.0216	25.605	19.5962	23.0827	19.584	23.9947
SMN1	3.77998	5.39521	3.0491	6.15772	7.34391	5.2944	3.46568	4.92141
SMN2	0	0.568831	0	0	0	0	0	0.991682
SMNDC1	26.8515	34.5315	28.64829	31.5125	23.2622	33.3123	26.2893	32.5691
SMO	16.2645	12.41	13.8751	12.5101	12.4821	11.3269	10.0529	10.114
SMOC1	20.46566	20.77826	22.2354	17.32158	21.31737	23.06554	21.28789	20.70047
SMOC2	0.0466946053283	0.123064	0	0	0	0	0	0.0410822876262
SMOX	29.8039133	22.0350862	28.2044706	25.391316	32.18938	21.9262567	32.638296	24.8340503
SMPD1	2.71327	3.331692	2.26753	3.50335	1.69464	1.98778	3.23776	3.894068
SMPD2	8.3266	5.822247	5.69321	4.79107	5.30544	4.84907	7.4699	6.17488
SMPD3	0.361861	0.739915	0.637133	0.389996	0.5691651	0.436113	0.21441	0.255018
SMPD4	77.179398815	64.666731	74.980674	62.25482	98.63515	66.177742	81.813235	65.825659
SMPDL3A	8.47073	11.10626	10.554842	10.82653	8.70038	9.26294	7.00078	9.76649
SMPDL3B	2.216279	1.41522	2.799706	1.23842	2.915737	1.2828265	0.879051	1.139073
SMPX	0	0	0.467133	0	0.321299	0.21822	0.173751	0.355618
SMR3A	0	0	0	0	0	0	0	0
SMR3B	0	0	0	0	0	0	0	0
SMS	80.9971	83.937972	85.38919	79.4128	81.3061	89.6993	89.52675	91.0391
SMTN	27.745474142	23.319847	34.93225	24.603339	26.9063550068917	25.580957	25.6810402	20.4149200838706
SMTNL1	0	0	0	0	0	0	0	0
SMTNL2	0.71671	1.07901	0.704429	1.082396	0.405059	0.185671	0.733936	0.3852089
SMU1	13.8242	14.68	14.2945	13.1415	13.5883	13.1484	13.6214	13.8656
SMUG1	25.759821	22.575289	32.922042	25.572544	23.982324	18.754437	26.448294	27.282791015
SMURF1	4.88668	4.89	4.77432	4.87171	5.70819	4.59619	5.72751	5.237165
SMURF2	13.06226323	13.260966	15.54763	14.7161	17.49916	16.47061	17.29845	16.44277
SMYD1	0	0	0	0	0	0	0	0
SMYD2	31.0018	36.5892	34.0539	36.5039	44.1226	32.330489	29.6846	34.4257
SMYD3	15.132737	13.8803600128697	16.90887	13.53179330595	9.70302	12.909273	13.006419	14.849302
SMYD4	4.512604	5.053894	5.372753	4.949396	6.510801	5.539394	4.215301	5.61491
SMYD5	52.06701	43.91599	54.41644	42.790853	52.89984	45.73993	46.82773	39.28799
SNAI1	2.39974	2.22167	1.5942	2.09232	1.56581	2.68767	3.06227	1.7061
SNAI2	0	0	0	0	0	0.0881377	0	0.0665197
SNAI3	1.5213	1.27917	1.6485	1.27494	0.758978	0.625524	0.577319	1.02398
SNAP23	37.8703450439188	48.260087	33.30185	43.542826	39.26934	45.547106	40.669599	39.562939
SNAP25	0.07392063	0	0.08504078	0	0	0	0	0
SNAP29	29.64586	36.35887	28.99782	36.33383	23.62907	29.6978	33.82242	38.79154
SNAP47	12.0714004	14.030295	17.6078925	14.0870393	15.283171	13.56792	12.696042	15.34652667
SNAP91	0	0	0	0	0	0	0	0
SNAPC1	6.44194	7.63197	5.88574	6.80457	6.8514	5.64145	6.79687	6.68559
SNAPC2	17.34356	15.507017	17.41628857	14.49457	15.4098	16.611399213	18.84026	13.14136
SNAPC3	3.250938	3.272099	3.33959	3.21555	7.46511	3.82836	2.734545	2.93058
SNAPC4	7.0201	6.92916	8.50146	7.17657	8.45626	7.01215	7.57441	6.43457
SNAPC5	24.026421	19.65624	15.80259	13.40753	19.93242	21.054894	19.41093	16.73613
SNAPIN	12.5221	15.8243	13.0492	19.3077	13.4126	19.779	18.8109	16.2122
SNCA	0	0	0	0.03119357146	0.673872	0.457212	0	0
SNCAIP	0	0	0.628162	0.358271	0	0.613071	0	0
SNCB	0.133471	0	0	0	0	0	0	0.117535
SNCG	2.58853	1.47562	2.466178	2.311031	2.70103	3.289859	1.530711	1.28013
SND1	134.12	134.514933	142.158	125.737	124.457	118.33	123.627	116.509
SNED1	0.445227	0.66416	0.3543692	0.21134	0.158917	0.188359	0.127085	0.134919
SNF8	114.4937	101.09514	106.07421	98.80184	111.58222	104.01468	121.8142	97.35309
SNIP1	2.71602	3.27586	2.04397	2.83083	1.76957	3.92849	2.16794	2.75113
SNN	6.52419	7.02892	6.13169	5.56726	6.14648	6.74835	7.66125	6.04287
SNORC	87.56461	83.54093	97.9307	67.52444	61.1732	75.8081	58.8465	41.8344
SNPH	0.0283268	0.0641566	0.130074	0.0914126	0	0.060008	0	0.0249174
SNRK	6.24240682	7.1161984	6.609711	6.03365	8.50219	8.23892000078748	6.061328	7.008486
SNRNP200	96.9062	92.704	109.435	83.3961	95.8937	88.1458	94.9232	87.2666
SNRNP25	54.290141	48.913106	53.859595	47.055045	53.08035	40.534332	59.445417	41.767095
SNRNP27	30.17529	27.39412	28.42292	27.26148	31.03416	24.39044	29.6683	30.49959
SNRNP35	15.86314	15.07499	14.98202	15.91546	17.892118	16.81836	17.83935	15.73229
SNRNP40	56.31431	52.41849	48.271891	51.515055	62.91442	51.32905	56.87121	47.203227
SNRNP48	16.4982	18.3942	16.9037	17.9675	18.7004	14.5345	15.7469	16.8804
SNRNP70	115.5623	120.28356	128.4983	106.3595	115.6153	103.2979	118.80973	90.5613
SNRPA	121.45064	96.37177	118.79243	111.51626	126.0203	116.72345	101.7751	75.05022
SNRPA1	67.044856	61.084	65.5856	61.734433	75.67921	66.807651	72.999603	75.354468
SNRPB	431.2844	353.2438	391.2641	343.8966	425.3497	353.351	426.3832	356.8723
SNRPB2	47.81676	60.87056	50.17453	51.44648	53.44514	52.67166	55.90037	68.02167
SNRPC	247.84384	216.95739	212.15013	223.75939	270.793833	252.82344	259.22443	243.69117
SNRPD1	183.0521	202.9532	191.8607	188.6972	190.2666	171.7694	219.1617	218.7467
SNRPD2	261.35617	219.939254	229.20532	206.995971	241.95339	209.023612	235.315713	216.070219
SNRPD3	168.588	150.5706	121.5357	118.2586	129.4971	129.6676	171.6854	143.7865
SNRPE	40.7473	53.2547	21.6634	25.2989	37.471	28.05832	23.9566	39.9104
SNRPF	49.9888	67.48391	54.351	55.31244	48.907	61.435736	71.41365	62.9088
SNRPG	288.27288	289.66865	249.363424	268.464231	253.397243	295.989963	301.661792	307.62073
SNRPN	108.882535	107.80496	101.627979	111.772372	114.48933	124.8447	120.1373778	120.19174
SNTA1	14.026	12.1528	13.5628	12.4097	11.4497	9.82106	11.1055	9.6495
SNTB1	95.045	111.2675	100.831	115.9438	114.5546	117.8286	91.9735	109.4734
SNTB2	6.32432	6.68113	6.684372	7.34091	6.50363	6.88099	6.07231	6.27484
SNTG1	0	0	0.108551	0.0304642	0.15891	0	0	0.0413525
SNTG2	0	0	0	0	0	0	0	0
SNTN	0.038363	0	0	0.0495474	0	0	0.0707428	0.0337492
SNU13	180.65569	155.0724195523	155.26553	155.221266	174.7984041055	153.573730155	176.639897474	152.6371
SNUPN	10.62638	9.626392	16.3753384	12.128848	12.531565	10.377777	12.429554	14.627821
SNURF	0.00103332	5.493127	0.813131	0.366815	0.99537	0	0.705628	0
SNW1	47.47233	47.86414	44.13741439	50.76537	46.2924	48.33806	49.09651	54.56851
SNX1	55.530958	50.785751	54.472129	57.355761	51.945482	49.653655	55.971078	54.128466
SNX10	19.429493	17.477594	19.98571	17.363825	17.439591	17.97064419289	18.978809	19.482866
SNX11	10.240042	10.216995	10.20766369108	9.7593821	9.45058	8.89025	8.362807	11.921709
SNX12	42.14047	26.86833	35.65677	32.356353	33.07487	31.41192	31.564884	31.35991
SNX13	3.161835	3.766697	2.757437	4.606357	3.123681	3.443313	3.371278	3.619208
SNX14	42.290612	41.243036	42.470751	34.881536	33.5306200112853	32.603918	30.9654980169817	43.930658
SNX15	26.379	23.520506	25.5857	24.768778	25.4061	23.7684	26.7612	20.103299
SNX16	4.8232492	4.51674	4.247937	3.0324365	4.326115	4.36815	4.6563210213732	4.070828
SNX17	78.15465	61.25439	73.58929	67.68697	55.68096	55.10893	66.58573	63.06923
SNX18	4.2871542	4.6221154	4.634278	4.0758317	4.623576	4.338939	4.1044828	4.65031
SNX19	0.0470356	0.0161969	0	0.0415905	0	0	0.1867677	0.0188637
SNX2	38.88206	48.7391	41.3092	45.739073	41.31579	44.888	46.674413	38.29842
SNX20	0.0512416	0	0.1607643	0	0	0	0.0644063	0
SNX21	6.1186	7.72606	8.35121	8.0235	6.25985	5.185666	8.9113607	6.2128
